Species Status MinT MaxT
Brachypsalis_hyaenoides extinct 12.57 14.78
Brachypsalis_pachycephalus extinct 12.57 14.78
Leptarctus_primus extinct 12.57 14.78
Miomustela_madisonae extinct 12.57 14.78
Plionictis_ogygia extinct 12.57 14.78
Sthenictis_robustus extinct 12.57 14.78
Mustela_rexroadensis extinct 2.63 4.91
Satherium_piscinarium extinct 2.63 4.91
Mustela_frenata extant 1.8 2.63
Lontra_canadensis extant 0.9 1.8
Arctomeles_sotnikovae extinct 2.63 4.91
Craterogale_simus extinct 17.34 18.5
Mionictis_pristinus extinct 12.11 12.57
Leptarctus_primus extinct 10.09 12.11
Martes_glareae extinct 10.09 12.11
Mionictis_pristinus extinct 10.09 12.11
Plionictis_ogygia extinct 10.09 12.11
Plionictis_gazini extinct 14.78 15.97
Brachypsalis_matutinus extinct 15.97 17.34
Dinogale_siouxensis extinct 15.97 17.34
Mionictis_letifer extinct 15.97 17.34
Leptarctus_primus extinct 14.78 15.97
Brachypsalis_modicus extinct 12.57 14.78
Brachypsalis_modicus extinct 12.57 14.78
Leptarctus_primus extinct 12.57 14.78
Plionictis_ogygia extinct 12.57 14.78
Plionictis_parviloba extinct 12.57 14.78
Brachypsalis_modicus extinct 14.78 15.97
Brachypsalis_modicus extinct 14.78 15.97
Leptarctus_oregonensis extinct 14.78 15.97
Martes_glareae extinct 14.78 15.97
Mionictis_elegans extinct 14.78 15.97
Plionictis_ogygia extinct 14.78 15.97
Plionictis_parviloba extinct 14.78 15.97
Sthenictis_dolichops extinct 14.78 15.97
Brachypsalis_modicus extinct 12.57 14.78
Leptarctus_primus extinct 12.57 14.78
Miomustela_madisonae extinct 12.57 14.78
Mionictis_pristinus extinct 12.57 14.78
Plionictis_parviloba extinct 12.57 14.78
Brachypsalis_pachycephalus extinct 12.57 14.78
Brachypsalis_pachycephalus extinct 14.78 15.97
Ferinestrix_vorax extinct 2.63 4.91
Mustela_rexroadensis extinct 2.63 4.91
Satherium_piscinarium extinct 2.63 4.91
Sminthosinis_bowleri extinct 2.63 4.91
Satherium_piscinarium extinct 2.63 4.91
Taxidea_taxus extant 2.63 4.91
Satherium_piscinarium extinct 4.91 5.91
Cernictis_hesperus extinct 4.91 5.91
Plesiogulo_lindsayi extinct 4.91 5.91
Plesiogulo_marshalli extinct 4.91 6.88
Plesiogulo_marshalli extinct 6.88 7.59
Pliotaxidea_garberi extinct 6.88 7.59
Pliotaxidea_nevadensis extinct 6.88 7.59
Enhydritherium_terraenovae extinct 6.88 7.59
Enhydritherium_terraenovae extinct 6.88 7.59
Enhydritherium_terraenovae extinct 5.91 9.07
Eomellivora_wimani extinct 9.07 10.09
Eomellivora_wimani extinct 6.88 7.59
Mionictis_angustidens extinct 6.88 7.59
Hoplictis_grangerensis extinct 9.07 10.09
Hoplictis_grangerensis extinct 9.07 10.09
Leptarctus_webbi extinct 9.07 10.09
Sthenictis_junturensis extinct 9.07 10.09
Miomustela_madisonae extinct 14.78 15.97
Plionictis_kinseyi extinct 14.78 15.97
Leptarctus_ancipidens extinct 15.97 18.5
Oligobunis_floridanus extinct 15.97 18.5
Leptarctus_desuii extinct 6.88 7.59
Leptarctus_kansasensis extinct 9.07 10.09
Leptarctus_oregonensis extinct 14.78 15.97
Leptarctus_primus extinct 12.57 14.78
Leptarctus_progressus extinct 12.57 14.78
Leptarctus_supremus extinct 6.88 7.59
Leptarctus_woodburnei extinct 6.88 7.59
Leptarctus_wortmani extinct 9.07 10.09
Leptarctus_wortmani extinct 12.57 14.78
Lontra_canadensis extant 0.9 1.8
Lutravus_halli extinct 7.59 9.07
Lutravus_halli extinct 7.59 9.07
Lutravus_halli extinct 6.88 7.59
Martes_glareae extinct 14.78 15.97
Plionictis_buwaldi extinct 9.07 12.11
Plionictis_buwaldi extinct 7.59 9.07
Plesiogulo_lindsayi extinct 4.91 6.88
Martes_oregonensis extant 5.91 6.88
Martes_stirtoni extinct 10.09 12.11
Plesiogulo_marshalli extinct 10.09 12.11
Plesiogulo_marshalli extinct 5.91 6.88
Megalictis_ferox extinct 19.09 22.2
Promartes_lepidus extinct 19.09 22.2
Promartes_gemmarosae extinct 19.09 22.2
Megalictis_ferox extinct 18.5 19.09
Promartes_lepidus extinct 18.5 19.09
Megalictis_ferox extinct 18.5 19.09
Miomustela_madisonae extinct 12.57 14.78
Plionictis_ogygia extinct 12.57 14.78
Sthenictis_dolichops extinct 12.57 14.78
Mionictis_pristinus extinct 10.09 12.11
Sthenictis_campestris extinct 10.09 12.11
Mionictis_pristinus extinct 9.07 10.09
Plesiogulo_marshalli extinct 5.91 6.88
Pliotaxidea_nevadensis extinct 5.91 6.88
Mustela_rexroadensis extinct 1.8 2.63
Oligobunis_crassivultus extinct 19.09 22.2
Plesiogulo_marshalli extinct 4.91 5.91
Pliotaxidea_garberi extinct 4.91 5.91
Plesiogulo_marshalli extinct 5.91 6.88
Plesiogulo_marshalli extinct 5.91 6.88
Pliotaxidea_nevadensis extinct 5.91 6.88
Plesiogulo_marshalli extinct 6.88 7.59
Pliotaxidea_nevadensis extinct 6.88 7.59
Plionictis_oaxacaensis extinct 14.78 15.97
Plionictis_oaxacaensis extinct 17.34 18.5
Plionictis_ogygia extinct 12.11 14.78
Pliotaxidea_nevadensis extinct 5.91 6.88
Pliotaxidea_nevadensis extinct 6.88 7.59
Promartes_darbyi extinct 19.09 22.2
Zodiolestes_daimonelixensis extinct 19.09 22.2
Promartes_gemmarosae extinct 22.2 28
Promartes_lepidus extinct 22.2 28
Promartes_gemmarosae extinct 19.09 22.2
Promartes_lepidus extinct 18.5 19.09
Satherium_piscinarium extinct 1.8 2.63
Satherium_piscinarium extinct 1.8 2.63
Trigonictis_macrodon extinct 2.63 4.91
Taxidea_mexicana extinct 4.91 5.91
Trigonictis_macrodon extinct 1.8 2.63
Trigonictis_macrodon extinct 1.8 2.63
Trigonictis_macrodon extinct 2.63 4.91
Trigonictis_macrodon extinct 2.63 4.91
