Species Status MinT MaxT
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Dinocyon_thenardi extinct 9.9 11.2
Helarctos_malayanus extant 0.06 0.08
Helarctos_malayanus extant 0 0.0117
Helarctos_malayanus extant 0.0117 1.9
Helarctos_malayanus extant 0.0117 1.9
Helarctos_malayanus extant 0.0117 1.9
Hemicyon_goeriachensis extinct 12.85 14.2
Hemicyon_mayorali extinct 14.2 16.4
Hemicyon_mayorali extinct 14.2 16.4
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_sansaniensis extinct 14.2 16.4
Plithocyon_armagnacensis extinct 14.2 16.4
Hemicyon_sansaniensis extinct 11.2 12.85
Hemicyon_sansaniensis extinct 12.85 14.2
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_sansaniensis extinct 14.2 16.4
Hemicyon_stehlini extinct 14.2 16.4
Plithocyon_armagnacensis extinct 14.2 16.4
Hemicyon_sansaniensis extinct 16.4 17.2
Plithocyon_antunesi extinct 16.4 17.2
Hemicyon_sansaniensis extinct 12.85 14.2
Hemicyon_sansaniensis extinct 12.85 14.2
Hemicyon_sansaniensis extinct 12.85 14.2
Hemicyon_stehlini extinct 16.4 17.2
Hemicyon_stehlini extinct 14.2 16.4
Hemicyon_stehlini extinct 16.268 16.543
Ursavus_intermedius extinct 16.268 16.543
Hemicyon_stehlini extinct 16.4 17.2
Hemicyon_stehlini extinct 14.2 17.2
Hemicyon_stehlini extinct 11.2 12.5
Hemicyon_stehlini extinct 11.2 12.85
Hemicyon_stehlini extinct 17.2 19.5
Hemicyon_stehlini extinct 17.2 19.5
Indarctos_arctoides extinct 8.9 9.9
Indarctos_arctoides extinct 8.9 11.2
Indarctos_punjabiensis extinct 5.3 7.1
Indarctos_punjabiensis extinct 7.1 8.9
Indarctos_punjabiensis extinct 8.9 9.9
Indarctos_vireti extinct 10.52 11.056
Indarctos_zdanskyi extinct 5.3 7.2
Indarctos_zdanskyi extinct 5.3 7.2
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 19.5 21.7
Phoberocyon_aurelianensis extinct 17.2 19.5
Phoberocyon_aurelianensis extinct 19.5 21.7
Phoberocyon_aurelianensis extinct 17.2 19.5
Plithocyon_bruneti extinct 17.2 19.5
Phoberocyon_youngi extinct 15.2 17
Ballusia_orientalis extinct 15.2 17
Cephalogale_ginesticus extinct 19.5 21.7
Zaragocyon_daamsi extinct 19.5 21.7
Cephalogale_ginesticus extinct 21.7 23
Plithocyon_antunesi extinct 16.4 17.2
Plithocyon_armagnacensis extinct 12.85 14.2
Plithocyon_armagnacensis extinct 14.2 16.4
Plithocyon_armagnacensis extinct 14.2 16.4
Plithocyon_armagnacensis extinct 14.2 16.4
Plithocyon_conquense extinct 16.4 17.2
Ursavus_brevirhinus extinct 12.85 17.2
Ursavus_isorei extinct 17.2 19.5
Ursavus_isorei extinct 17.2 19.5
Ursus_arctos extant 0.243 0.3
Ursus_arctos extant 0.424 0.563
Ursus_spelaeus extinct 0.424 0.563
Ursus_arctos extant 0.0117 1.9
Ursus_arctos extant 0.35 0.69
Ursus_spelaeus extinct 0.35 0.69
Ursus_boeckhi extinct 3.55 5
Ursus_spelaeus extinct 0.0117 1.9
Ursus_spelaeus extinct 0.988 1.072
Ursus_spelaeus extinct 0.563 0.586
Ursus_spelaeus extinct 0.01 0.125
Ursus_spelaeus extinct 0.0117 1.9
Ursus_etruscus extinct 1.4333333333333 1.9
Ursus_etruscus extinct 2.725 3.55
Ursus_etruscus extinct 0.5 3.55
Ursus_etruscus extinct 0.5 3.55
Ursus_etruscus extinct 1.9 3.55
Ursus_etruscus extinct 1.9 3.55
Ursus_minimus extinct 2.5 3.55
Ursus_minimus extinct 2.5 3.55
Ursus_namadicus extinct 0.0117 1.9
Ursus_namadicus extinct 0.0117 1.9
Ursus_minimus extinct 5 5.3
Ursus_spelaeus extinct 0.13 0.374
Ursus_spelaeus extinct 0.0117 1.9
Ursus_spelaeus extinct 0.03 0.15
Ursus_spelaeus extinct 0.017 0.053
Ursus_spelaeus extinct 0.0117 1.9
Ursus_spelaeus extinct 0.0117 1.9
Ursus_spelaeus extinct 0.0117 1.9
Ursus_spelaeus extinct 0.115 0.125
Ursus_spelaeus extinct 0.01 0.115
Ursus_spelaeus extinct 0.13 0.374
Ursus_spelaeus extinct 0.125 0.6
Ursus_thibetanus extant 0.58243333333333 1.29585
Ursus_minimus extinct 2.5 3.55
Ursus_minimus extinct 2.6 3.4
